DID_id,src_nm,src_id,drug_raw_name,cas_cas_no,cas_pt,cas_source,cas_match,chebi_pt,chebi_id,chebi_cas_no,chebi_match,chebi_syn,chebi_syn_match,chebi_match_aid,chemid_pt,chemid_display_name,chemid_id,chemi_match,chemid_syn,chemid_syn_match,chemid_match_aid,ctd_pt,ctd_mesh_id,ctd_cas_no,ctd_match,ctd_syn,ctd_syn_match,ctd_match_aid,umls_pt,umls_cui,umls_match,umls_syn,umls_syn_match,umls_match_aid,umls_sem_typ1,umls_sem_typ2,umls_sem_typ3,umls_sem_typ4,ind_raw,ind_agg,_ind_search,ind_raw_value,ind_raw_target,ind_raw_match,ind_umls_entry_term_match,ind_umls_entry_term,ind_umls_pt,und_umls_cuii,ind_umls_term_typ,ind_umls_pheno_flg,ind_umls_sem_typ1,ind_umls_sem_typ2,ind_umls_sem_typ3,ind_umls_sem_typ4,ind_umls_in_term_match,ind_umls_in_term,ind_umls_in_pt,ind_umls_in_cui,ind_umls_in_term_typ,ind_umls_in_sem_typ1,ind_umls_in_sem_typ2,ind_umls_in_sem_typ3,ind_umls_in_sem_typ4
1_001402,MeSH_PA,C060229,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",112648-68-7,"1-(6-((3-Methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",ChemID+,exact,,,,,,,,"1-(6-((3-Methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",,112648-68-7,exact,,,,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",C060229,112648-68-7,exact,,,,"1-(6-((3-Methoxyestra-1,3,5(10)-Trien-17-Yl)Amino)Hexyl)-1H-Pyrrole-2,5-Dione",C0165397,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1.9.1_Steroid,,,inhibitor,inhibits,Inhibitors,Platelet Aggregation Inhibitors,Platelet Aggregation Inhibitors,Y,quasi syn therclass-to-function,Platelet Aggregation,Platelet Aggregation,C0032176,P,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Platelet Aggregation Inhibitors,Platelet Aggregation Inhibitors,C0032177,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001403,MeSH_PA,C093354,4-(3-(3-(bis(4-isobutylphenyl)methylamino)benzoyl)-1H-indol-1-yl)butyric acid,,,,,,,,,,,,,,,,,,,4-(3-(3-(bis(4-isobutylphenyl)methylamino)benzoyl)-1H-indol-1-yl)butyric acid,C093354,,exact,,,,4-(3-(3-(Bis(4-Isobutylphenyl)Methylamino)Benzoyl)-1H-Indol-1-Yl)Butyric Acid,C0297074,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,inhibitor,inhibits,Inhibitors,5-alpha Reductase Inhibitors,5-alpha Reductase Inhibitors,Y,quasi syn therclass-to-function,Steroid 5-Alpha Reductase Activity,Steroid 5-Alpha Reductase Activity,C2254641,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),5-Alpha Reductase Inhibitors,5-Alpha Reductase Inhibitors,C2936788,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001404,MeSH_PA,C093354,4-(3-(3-(bis(4-isobutylphenyl)methylamino)benzoyl)-1H-indol-1-yl)butyric acid,,,,,,,,,,,,,,,,,,,4-(3-(3-(bis(4-isobutylphenyl)methylamino)benzoyl)-1H-indol-1-yl)butyric acid,C093354,,exact,,,,4-(3-(3-(Bis(4-Isobutylphenyl)Methylamino)Benzoyl)-1H-Indol-1-Yl)Butyric Acid,C0297074,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_001405,MeSH_PA,C121834,1-(((2-((5-cyanopyridin-2-yl)amino)ethyl)amino)acetyl)-2-cyano-(S)-pyrrolidine,,,,,,,,,,,,,,,,,,,1-(((2-((5-cyanopyridin-2-yl)amino)ethyl)amino)acetyl)-2-cyano-(S)-pyrrolidine,C121834,,exact,,,,1-(((2-((5-Cyanopyridin-2-Yl)Amino)Ethyl)Amino)Acetyl)-2-Cyano-(S)-Pyrrolidine,C0909551,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,inhibitor,inhibits,Inhibitors,Dipeptidyl-Peptidase IV Inhibitors,Dipeptidyl-Peptidase IV Inhibitors,Y,quasi syn therclass-to-function,Dipeptidyl-Peptidase Iv Activity,Dipeptidyl-Peptidase Iv Activity,C2258748,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Dipeptidyl-Peptidase Iv Inhibitors,Dipeptidyl-Peptidase Iv Inhibitors,C1827106,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001406,MeSH_PA,C121834,1-(((2-((5-cyanopyridin-2-yl)amino)ethyl)amino)acetyl)-2-cyano-(S)-pyrrolidine,,,,,,,,,,,,,,,,,,,1-(((2-((5-cyanopyridin-2-yl)amino)ethyl)amino)acetyl)-2-cyano-(S)-pyrrolidine,C121834,,exact,,,,1-(((2-((5-Cyanopyridin-2-Yl)Amino)Ethyl)Amino)Acetyl)-2-Cyano-(S)-Pyrrolidine,C0909551,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_001407,MeSH_PA,C121834,1-(((2-((5-cyanopyridin-2-yl)amino)ethyl)amino)acetyl)-2-cyano-(S)-pyrrolidine,,,,,,,,,,,,,,,,,,,1-(((2-((5-cyanopyridin-2-yl)amino)ethyl)amino)acetyl)-2-cyano-(S)-pyrrolidine,C121834,,exact,,,,1-(((2-((5-Cyanopyridin-2-Yl)Amino)Ethyl)Amino)Acetyl)-2-Cyano-(S)-Pyrrolidine,C0909551,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,hypo,,#VALUE!,Hypoglycemic Agents,Hypoglycemic Agents,Y,quasi syn therclass-to-disease,Hyperglycemia,Hyperglycemia,C0020456,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Hypoglycemic Agents,Hypoglycemic Agents,C0020616,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001408,MeSH_PA,C121834,1-(((2-((5-cyanopyridin-2-yl)amino)ethyl)amino)acetyl)-2-cyano-(S)-pyrrolidine,,,,,,,,,,,,,,,,,,,1-(((2-((5-cyanopyridin-2-yl)amino)ethyl)amino)acetyl)-2-cyano-(S)-pyrrolidine,C121834,,exact,,,,1-(((2-((5-Cyanopyridin-2-Yl)Amino)Ethyl)Amino)Acetyl)-2-Cyano-(S)-Pyrrolidine,C0909551,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,inhibitor,inhibits,Inhibitors,Protease Inhibitors,Protease Inhibitors,Y,quasi syn therclass-to-function,Protease Activity,Protease Activity,C2263455,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),protease inhibitors,Protease Inhibitor,C0033607,S,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3_Biologically Active Substance,,
1_001409,MeSH_PA,C532179,1-((6-hydroxy-2-azabicyclo(2.2.1)hept-3-yl)carbonyl)-2-pyrrolidinecarbonitrile,,,,,,,,,,,,,,,,,,,1-((6-hydroxy-2-azabicyclo(2.2.1)hept-3-yl)carbonyl)-2-pyrrolidinecarbonitrile,C532179,,exact,,,,1-((6-Hydroxy-2-Azabicyclo(2.2.1)Hept-3-Yl)Carbonyl)-2-Pyrrolidinecarbonitrile,C2606689,exact,,,,A1.4.1.2.1_Organic Chemical,,,,inhibitor,inhibits,Inhibitors,Dipeptidyl-Peptidase IV Inhibitors,Dipeptidyl-Peptidase IV Inhibitors,Y,quasi syn therclass-to-function,Dipeptidyl-Peptidase Iv Activity,Dipeptidyl-Peptidase Iv Activity,C2258748,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Dipeptidyl-Peptidase Iv Inhibitors,Dipeptidyl-Peptidase Iv Inhibitors,C1827106,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001410,MeSH_PA,C532179,1-((6-hydroxy-2-azabicyclo(2.2.1)hept-3-yl)carbonyl)-2-pyrrolidinecarbonitrile,,,,,,,,,,,,,,,,,,,1-((6-hydroxy-2-azabicyclo(2.2.1)hept-3-yl)carbonyl)-2-pyrrolidinecarbonitrile,C532179,,exact,,,,1-((6-Hydroxy-2-Azabicyclo(2.2.1)Hept-3-Yl)Carbonyl)-2-Pyrrolidinecarbonitrile,C2606689,exact,,,,A1.4.1.2.1_Organic Chemical,,,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_001411,MeSH_PA,C532179,1-((6-hydroxy-2-azabicyclo(2.2.1)hept-3-yl)carbonyl)-2-pyrrolidinecarbonitrile,,,,,,,,,,,,,,,,,,,1-((6-hydroxy-2-azabicyclo(2.2.1)hept-3-yl)carbonyl)-2-pyrrolidinecarbonitrile,C532179,,exact,,,,1-((6-Hydroxy-2-Azabicyclo(2.2.1)Hept-3-Yl)Carbonyl)-2-Pyrrolidinecarbonitrile,C2606689,exact,,,,A1.4.1.2.1_Organic Chemical,,,,hypo,,#VALUE!,Hypoglycemic Agents,Hypoglycemic Agents,Y,quasi syn therclass-to-disease,Hyperglycemia,Hyperglycemia,C0020456,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Hypoglycemic Agents,Hypoglycemic Agents,C0020616,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001412,MeSH_PA,C532179,1-((6-hydroxy-2-azabicyclo(2.2.1)hept-3-yl)carbonyl)-2-pyrrolidinecarbonitrile,,,,,,,,,,,,,,,,,,,1-((6-hydroxy-2-azabicyclo(2.2.1)hept-3-yl)carbonyl)-2-pyrrolidinecarbonitrile,C532179,,exact,,,,1-((6-Hydroxy-2-Azabicyclo(2.2.1)Hept-3-Yl)Carbonyl)-2-Pyrrolidinecarbonitrile,C2606689,exact,,,,A1.4.1.2.1_Organic Chemical,,,,inhibitor,inhibits,Inhibitors,Protease Inhibitors,Protease Inhibitors,Y,quasi syn therclass-to-function,Protease Activity,Protease Activity,C2263455,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),protease inhibitors,Protease Inhibitor,C0033607,S,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3_Biologically Active Substance,,
1_001413,MeSH_PA,C087205,4-(2'-methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,155204-23-2,4-(2'-Methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,ChemID+,exact,,,,,,,,4-(2'-Methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,,155204-23-2,exact,,,,4-(2'-methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,C087205,155204-23-2,exact,,,,4-(2'-Methoxyphenyl)-1-(2'-(N-(2''-Pyridinyl)-4-Iodobenzamido)Ethyl)Piperazine,C0254672,exact,,,,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Neurotransmitter Agents,Neurotransmitter Agents,Y,quasi syn therclass-to-function,neurotransmission,Synaptic Transmission,C0027793,S,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Neurotransmitter Agents,Neurotransmitter Agents,C0243051,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001414,MeSH_PA,C087205,4-(2'-methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,155204-23-2,4-(2'-Methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,ChemID+,exact,,,,,,,,4-(2'-Methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,,155204-23-2,exact,,,,4-(2'-methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,C087205,155204-23-2,exact,,,,4-(2'-Methoxyphenyl)-1-(2'-(N-(2''-Pyridinyl)-4-Iodobenzamido)Ethyl)Piperazine,C0254672,exact,,,,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Serotonin Agents,Serotonin Agents,Y,quasi syn therclass-to-function,5-Ht Receptor Activity,5-Ht Receptor Activity,C1152740,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Serotonin Agents,Serotonin Agents,C0242701,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.1_Neuroreactive Substance or Biogenic Amine,,
1_001415,MeSH_PA,C087205,4-(2'-methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,155204-23-2,4-(2'-Methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,ChemID+,exact,,,,,,,,4-(2'-Methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,,155204-23-2,exact,,,,4-(2'-methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,C087205,155204-23-2,exact,,,,4-(2'-Methoxyphenyl)-1-(2'-(N-(2''-Pyridinyl)-4-Iodobenzamido)Ethyl)Piperazine,C0254672,exact,,,,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",A1.4.1.2.1_Organic Chemical,,,antagonist,antagonist,#VALUE!,Serotonin Antagonists,Serotonin Antagonists,Y,quasi syn therclass-to-function,5-Ht Receptor Activity,5-Ht Receptor Activity,C1152740,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Serotonin Antagonists,Serotonin Antagonists,C0036753,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001416,MeSH_PA,C041398,"7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",73536-69-3,Bifendate,ChemID+,<syn per source>,,,,,,,,Bifendate,,73536-69-3,<syn per source>,"7,7'-Dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",exact,,"7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",C041398,73536-69-3,exact,,,,"7,7'-Dimethoxy-(4,4'-Bi-1,3-Benzodioxole)-5,5'-Dicarboxylic Acid Dimethyl Ester",C0049759,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,adjuvant,adju,1,"Adjuvants, Immunologic","Adjuvants, Immunologic",Y,quasi syn therclass-to-function,Active Immunity,Active Immunity,C0020965,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),"adjuvants, immunologic",Immunologic Adjuvants,C0001551,S,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.5_Immunologic Factor,,
1_001417,MeSH_PA,C041398,"7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",73536-69-3,Bifendate,ChemID+,<syn per source>,,,,,,,,Bifendate,,73536-69-3,<syn per source>,"7,7'-Dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",exact,,"7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",C041398,73536-69-3,exact,,,,"7,7'-Dimethoxy-(4,4'-Bi-1,3-Benzodioxole)-5,5'-Dicarboxylic Acid Dimethyl Ester",C0049759,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_001418,MeSH_PA,C041398,"7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",73536-69-3,Bifendate,ChemID+,<syn per source>,,,,,,,,Bifendate,,73536-69-3,<syn per source>,"7,7'-Dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",exact,,"7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",C041398,73536-69-3,exact,,,,"7,7'-Dimethoxy-(4,4'-Bi-1,3-Benzodioxole)-5,5'-Dicarboxylic Acid Dimethyl Ester",C0049759,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Immunologic Factors,Immunologic Factors,Y,quasi syn therclass-to-function,Immunity,Immunity,C0020964,P,Y,B2.2.1.1_Physiologic Function,,,,exact (CUI-based),Immunologic Factors,Immunologic Factors,C0021054,P,A1.4.1.1.3.5_Immunologic Factor,,,
1_001419,MeSH_PA,D012531,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",19395-87-0,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",ChemID+,exact,,,,,,,,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",,19395-87-0,exact,,,,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",D012531,19395-87-0,exact,,,,"Dibenz(B,F)(1,4)Oxazepine-10(11H)-Carboxylic Acid, 8-Chloro-, 2-Acetylhydrazide",C1313990,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,antagonist,antagonist,#VALUE!,Hormone Antagonists,Hormone Antagonists,Y,quasi syn therclass-to-function,Hormone Activity,Hormone Activity,C1149475,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Hormone Antagonists,Hormone Antagonists,C0019927,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001420,MeSH_PA,D012531,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",19395-87-0,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",ChemID+,exact,,,,,,,,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",,19395-87-0,exact,,,,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",D012531,19395-87-0,exact,,,,"Dibenz(B,F)(1,4)Oxazepine-10(11H)-Carboxylic Acid, 8-Chloro-, 2-Acetylhydrazide",C1313990,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,affects,#VALUE!,"Hormones, Hormone Substitutes, and Hormone Antagonists","Hormones, Hormone Substitutes, and Hormone Antagonists",Y,quasi syn therclass-to-function,Hormone Activity,Hormone Activity,C1149475,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),"Hormones, Hormone Substitutes, And Hormone Antagonists","Hormones, Hormone Substitutes, And Hormone Antagonists",C0019934,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001421,MeSH_PA,D012531,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",19395-87-0,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",ChemID+,exact,,,,,,,,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",,19395-87-0,exact,,,,"Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide",D012531,19395-87-0,exact,,,,"Dibenz(B,F)(1,4)Oxazepine-10(11H)-Carboxylic Acid, 8-Chloro-, 2-Acetylhydrazide",C1313990,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,antagonist,antagonist,#VALUE!,Prostaglandin Antagonists,Prostaglandin Antagonists,Y,quasi syn therclass-to-function,Prostaglandin Receptor Activity,Prostaglandin Receptor Activity,C1152751,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Prostaglandin Antagonists,Prostaglandin Antagonists,C0033529,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001422,MeSH_PA,C083832,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",149409-57-4,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",ChemID+,exact,,,,,,,,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",,149409-57-4,exact,,,,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",C083832,149409-57-4,exact,,,,"N,N-Dipropyl-2-(4-Methoxy-3-(2-Phenylethoxy)Phenyl)Ethylamine Monohydrochloride",C0248068,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Antipsychotic Agents,Antipsychotic Agents,Y,quasi syn therclass-to-disease,Psychotic Disorders,Psychotic Disorders,C0033975,P,Y,B2.2.1.2.1.1_Mental or Behavioral Dysfunction,,,,exact (CUI-based),Antipsychotic Agents,Antipsychotic Agents,C0040615,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001423,MeSH_PA,C083832,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",149409-57-4,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",ChemID+,exact,,,,,,,,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",,149409-57-4,exact,,,,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",C083832,149409-57-4,exact,,,,"N,N-Dipropyl-2-(4-Methoxy-3-(2-Phenylethoxy)Phenyl)Ethylamine Monohydrochloride",C0248068,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Central Nervous System Agents,Central Nervous System Agents,Y,quasi syn therclass-to-disease,Cns Disorder,Cns Disorder,C0007682,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Central Nervous System Agents,Central Nervous System Agents,C0007680,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001424,MeSH_PA,C083832,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",149409-57-4,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",ChemID+,exact,,,,,,,,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",,149409-57-4,exact,,,,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",C083832,149409-57-4,exact,,,,"N,N-Dipropyl-2-(4-Methoxy-3-(2-Phenylethoxy)Phenyl)Ethylamine Monohydrochloride",C0248068,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,causes,,#VALUE!,Central Nervous System Depressants,Central Nervous System Depressants,Y,quasi syn therclass-to-disease,central nervous system depression,Central Nervous System Depression (Disorder),C0151559,S,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Central Nervous System Depressants,Central Nervous System Depressants,C0007681,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001425,MeSH_PA,C083832,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",149409-57-4,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",ChemID+,exact,,,,,,,,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",,149409-57-4,exact,,,,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",C083832,149409-57-4,exact,,,,"N,N-Dipropyl-2-(4-Methoxy-3-(2-Phenylethoxy)Phenyl)Ethylamine Monohydrochloride",C0248068,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Psychotropic Drugs,Psychotropic Drugs,Y,quasi syn therclass-to-disease,Mental Disorders,Mental Disorders,C0004936,P,Y,B2.2.1.2.1.1_Mental or Behavioral Dysfunction,,,,exact (CUI-based),Psychotropic Drugs,Psychotropic Drugs,C0033978,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_001426,MeSH_PA,C083832,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",149409-57-4,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",ChemID+,exact,,,,,,,,"N,N-Dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",,149409-57-4,exact,,,,"N,N-dipropyl-2-(4-methoxy-3-(2-phenylethoxy)phenyl)ethylamine monohydrochloride",C083832,149409-57-4,exact,,,,"N,N-Dipropyl-2-(4-Methoxy-3-(2-Phenylethoxy)Phenyl)Ethylamine Monohydrochloride",C0248068,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,causes,,#VALUE!,Tranquilizing Agents,Tranquilizing Agents,Y,quasi syn therclass-to-function,Tranquilizing Effect,Tranquilizing Effect,C3179402,P,Y,B2.2.1.1_Physiologic Function,,,,exact (CUI-based),Tranquilizing Agents,Tranquilizing Agents,C0040614,P,A1.4.1.1.1_Pharmacologic Substance,,,
