name,class,drug_name
urinary obstruction,Major,Solifenacin
CNS,Moderate,Solifenacin
QT prolongation,Moderate,Solifenacin
angioedema,Major,Soliqua
gastroparesis,Major,Soliqua
pancreatitis,Major,Soliqua
renal/liver disease,Moderate,Soliqua
hypokalemia,Moderate,Soliqua
hypoglycemia,Moderate,Soliqua
end stage renal disease,Moderate,Soliqua
meningococcal infections,Major,Soliris
infections,Major,Soliris
PML,Major,Soliris
thrombotic microangiopathy,Moderate,Soliris
vaccination,Moderate,Soliris
GI perforation,Major,SoluMEDROL
infections,Major,SoluMEDROL
prematurity,Major,SoluMEDROL
PUD,Major,SoluMEDROL
vaccination,Major,SoluMEDROL
(+) tuberculin test,Moderate,SoluMEDROL
cirrhosis,Moderate,SoluMEDROL
depression/psychoses,Moderate,SoluMEDROL
diabetes,Moderate,SoluMEDROL
electrolyte imbalance,Moderate,SoluMEDROL
fluid retention,Moderate,SoluMEDROL
hyperadrenocorticalism,Moderate,SoluMEDROL
hyperlipidemia,Moderate,SoluMEDROL
hypothyroidism,Moderate,SoluMEDROL
liver disease,Moderate,SoluMEDROL
MI,Moderate,SoluMEDROL
myasthenia gravis,Moderate,SoluMEDROL
myopathy,Moderate,SoluMEDROL
ocular herpes simplex,Moderate,SoluMEDROL
ocular toxicities,Moderate,SoluMEDROL
osteoporosis,Moderate,SoluMEDROL
scleroderma,Moderate,SoluMEDROL
strongyloidiasis,Moderate,SoluMEDROL
thromboembolism,Moderate,SoluMEDROL
porphyria,Major,Soma
drug dependence,Moderate,Soma
renal/liver disease,Moderate,Soma
hepatic impairment,Moderate,Somatuline Depot
renal impairment,Moderate,Somatuline Depot
thyroid abnormalities,Moderate,Somatuline Depot
adrenal insufficiency,Moderate,Somatuline Depot
bradycardia,Moderate,Somatuline Depot
cholelithiasis,Moderate,Somatuline Depot
diabetes,Moderate,Somatuline Depot
diabetes,Moderate,Somavert
liver dysfunction,Moderate,Somavert
bradyarrhythmia/AV block,Major,Sotalol
cardiogenic shock/hypotension,Major,Sotalol
CHF,Major,Sotalol
diabetes,Major,Sotalol
hypersensitivity,Major,Sotalol
ischemic heart disease,Major,Sotalol
PVD,Major,Sotalol
asthma/COPD,Major,Sotalol
hemodialysis,Major,Sotalol
QT interval prolongation,Major,Sotalol
renal dysfunction,Major,Sotalol
cerebrovascular insufficiency,Moderate,Sotalol
glaucoma,Moderate,Sotalol
hyperlipidemia,Moderate,Sotalol
hyperthyroidism,Moderate,Sotalol
myasthenia gravis,Moderate,Sotalol
pheochromocytoma,Moderate,Sotalol
psoriasis,Moderate,Sotalol
tachycardia,Moderate,Sotalol
Prinzmetal's variant angina,Moderate,Sotalol
immunosuppression,Major,Sovaldi
hepatic impairment,Moderate,Sovaldi
renal impairment,Moderate,Sovaldi
angioedema,Moderate,Spiriva
anticholinergic effects,Moderate,Spiriva
tachycardia,Moderate,Spiriva
liver,Moderate,Spiriva
renal dysfunction,Moderate,Spiriva
acidosis,Major,Spironolactone
diabetes,Major,Spironolactone
electrolytes/fluid,Major,Spironolactone
hyperkalemia,Major,Spironolactone
liver disease,Major,Spironolactone
renal dysfunction,Major,Spironolactone
hyperuricemia,Moderate,Spironolactone
malignancies,Major,Stelara
posterior leukoencephalopathy syndrome,Major,Stelara
infections,Moderate,Stelara
tuberculosis,Moderate,Stelara
immunizations,Moderate,Stelara
asthma,Major,Stiolto Respimat
hepatic impairment,Moderate,Stiolto Respimat
cardiovascular,Moderate,Stiolto Respimat
diabetes,Moderate,Stiolto Respimat
hypokalemia,Moderate,Stiolto Respimat
seizures,Moderate,Stiolto Respimat
angioedema,Moderate,Stiolto Respimat
anticholinergic effects,Moderate,Stiolto Respimat
tachycardia,Moderate,Stiolto Respimat
liver,Moderate,Stiolto Respimat
renal dysfunction,Moderate,Stiolto Respimat
narrow angle glaucoma,Major,Strattera
cardiac disease,Major,Strattera
glaucoma,Major,Strattera
hypertension,Major,Strattera
liver disease,Major,Strattera
psychiatric disorders,Major,Strattera
bipolar disorders,Moderate,Strattera
psychotic disorders,Moderate,Strattera
renal dysfunction,Moderate,Strattera
seizure disorders,Moderate,Strattera
urinary retention,Minor,Strattera
impaired GI motility,Major,Sublocade
infectious diarrhea,Major,Sublocade
liver disease,Major,Sublocade
prematurity,Major,Sublocade
gastrointestinal obstruction,Major,Sublocade
acute MI,Major,Sublocade
drug dependence,Major,Sublocade
intracranial pressure,Major,Sublocade
respiratory depression,Major,Sublocade
adrenal insufficiency,Moderate,Sublocade
biliary spasm,Moderate,Sublocade
hypothyroidism,Moderate,Sublocade
renal dysfunction,Moderate,Sublocade
seizure disorders,Moderate,Sublocade
urinary retention,Moderate,Sublocade
CV disorders,Major,Suboxone
impaired GI motility,Major,Suboxone
infectious diarrhea,Major,Suboxone
liver disease,Major,Suboxone
prematurity,Major,Suboxone
gastrointestinal obstruction,Major,Suboxone
acute MI,Major,Suboxone
drug dependence,Major,Suboxone
intracranial pressure,Major,Suboxone
respiratory depression,Major,Suboxone
liver disease,Moderate,Suboxone
renal,Moderate,Suboxone
septic shock,Moderate,Suboxone
adrenal insufficiency,Moderate,Suboxone
biliary spasm,Moderate,Suboxone
hypothyroidism,Moderate,Suboxone
renal dysfunction,Moderate,Suboxone
seizure disorders,Moderate,Suboxone
urinary retention,Moderate,Suboxone
hypophosphatemia,Major,Sucralfate
renal dysfunction,Major,Sucralfate
colitis,Major,Sulfasalazine
intestinal obstruction,Major,Sulfasalazine
urinary obstruction,Major,Sulfasalazine
hematologic toxicity,Major,Sulfasalazine
hypersensitivity reactions,Major,Sulfasalazine
liver disease,Major,Sulfasalazine
porphyria,Major,Sulfasalazine
renal dysfunction,Major,Sulfasalazine
renal dysfunction,Moderate,Sulfasalazine
folate deficiency,Moderate,Sulfasalazine
G6PD deficiency,Moderate,Sulfasalazine
crystalluria,Moderate,Sulfasalazine
CAD risk factors,Major,Sumatriptan
cardiovascular disease,Major,Sumatriptan
liver disease,Major,Sumatriptan
seizure disorders,Moderate,Sumatriptan
ziprasidone,Major,Supprelin LA
liver disease,Major,Sutent
lung toxicity,Moderate,Sutent
adrenal toxicity,Moderate,Sutent
cardiovascular Events,Moderate,Sutent
dermatologic toxicities,Moderate,Sutent
hemorrhagic events,Moderate,Sutent
hypertension,Moderate,Sutent
hypoglycemia,Moderate,Sutent
ONJ,Moderate,Sutent
proteinuria,Moderate,Sutent
QT prolongation,Moderate,Sutent
thyroid abnormality,Moderate,Sutent
Sunitinib – renal disease,Moderate,Sutent
cardiovascular,Moderate,Symbicort
diabetes,Moderate,Symbicort
hypokalemia,Moderate,Symbicort
seizures,Moderate,Symbicort
hepatic impairment,Moderate,Symbicort
hepatic impairment,Moderate,Symbicort
hyperadrenocorticism,Moderate,Symbicort
infections,Moderate,Symbicort
ocular herpes simplex,Moderate,Symbicort
ocular toxicities,Moderate,Symbicort
osteoporosis,Moderate,Symbicort
acute alcohol intoxication,Major,Sympazan
drug dependence,Major,Sympazan
depression,Moderate,Sympazan
cardiovascular disease,Major,Tadalafil
renal dysfunction,Major,Tadalafil
pulmonary disease,Major,Tadalafil
priapism,Moderate,Tadalafil
alcoholism,Moderate,Tadalafil
hearing loss,Moderate,Tadalafil
liver disease,Moderate,Tadalafil
retinitis pigmentosa,Moderate,Tadalafil
seizure disorders,Moderate,Tadalafil
infections,Moderate,Taltz
inflammatory bowel disease,Moderate,Taltz
tuberculosis,Moderate,Taltz
renal/hepatic impairment,Minor,Taltz
hepatic impairment,Moderate,Tamiflu
renal impairment,Moderate,Tamiflu
DVT/pulmonary embolism,Major,Tamoxifen
endometrial dysplasia,Moderate,Tamoxifen
hepatic dysfunction,Moderate,Tamoxifen
myelosuppression,Moderate,Tamoxifen
visual disturbances,Moderate,Tamoxifen
glaucoma,Major,Tamsulosin
hypotension,Moderate,Tamsulosin
end-stage renal disease,Moderate,Tamsulosin
severe liver disease,Moderate,Tamsulosin
eczema,Major,Tazarotene
sunburn,Moderate,Tazarotene
eczema,Major,Tazorac
sunburn,Moderate,Tazorac
zidovudine,Moderate,Tecartus
zinc acetate,Minor,Tecartus
zinc chloride,Minor,Tecartus
zinc gluconate,Minor,Tecartus
zinc sulfate,Minor,Tecartus
zoster vaccine live,Major,Tecartus
"zoster vaccine, inactivated",Moderate,Tecartus
endocrinopathies,Major,Tecentriq
hepatitis,Major,Tecentriq
infections,Major,Tecentriq
meningitis,Major,Tecentriq
neuropathy,Major,Tecentriq
pancreatitis,Major,Tecentriq
colitis,Moderate,Tecentriq
liver disease,Moderate,Tecentriq
pneumonitis,Moderate,Tecentriq
renal impairment,Moderate,Tecentriq
depression,Major,Tegretol
liver disease,Major,Tegretol
renal dysfunction,Major,Tegretol
blood dyscrasias,Major,Tegretol
history of porphyria,Major,Tegretol
hyponatremia,Moderate,Tegretol
suicidal tendency,Moderate,Tegretol
arrhythmias,Moderate,Tegretol
anticholinergic effects,Moderate,Tegretol
fructose intolerance,Moderate,Tegretol
psychosis,Moderate,Tegretol
seizures,Moderate,Tegretol
thyroid function tests,Moderate,Tegretol
diabetes,Major,Telmisartan
angioedema,Major,Telmisartan
hypotension,Major,Telmisartan
CHF,Moderate,Telmisartan
hyperkalemia,Moderate,Telmisartan
renal artery stenosis,Moderate,Telmisartan
renal impairment,Moderate,Telmisartan
renal/liver disease,Moderate,Telmisartan
acute alcohol intoxication,Major,Temazepam
closed-angle glaucoma,Major,Temazepam
drug dependence,Major,Temazepam
renal/liver disease,Major,Temazepam
respiratory depression,Major,Temazepam
seizures,Major,Temazepam
depression,Moderate,Temazepam
obesity,Moderate,Temazepam
paradoxical reactions,Moderate,Temazepam
sleep disorders,Moderate,Temazepam
diabetes,Moderate,Temovate
diaper rash,Moderate,Temovate
hyperadrenocorticism,Moderate,Temovate
infections,Moderate,Temovate
ocular toxicities,Moderate,Temovate
hemodialysis,Major,Tenormin
renal dysfunction,Major,Tenormin
bradyarrhythmia/AV block,Major,Tenormin
cardiogenic shock/hypotension,Major,Tenormin
CHF,Major,Tenormin
diabetes,Major,Tenormin
hypersensitivity,Major,Tenormin
ischemic heart disease,Major,Tenormin
PVD,Major,Tenormin
cerebrovascular insufficiency,Moderate,Tenormin
glaucoma,Moderate,Tenormin
hyperlipidemia,Moderate,Tenormin
hyperthyroidism,Moderate,Tenormin
myasthenia gravis,Moderate,Tenormin
pheochromocytoma,Moderate,Tenormin
psoriasis,Moderate,Tenormin
tachycardia,Moderate,Tenormin
asthma/COPD,Moderate,Tenormin
diabetes,Moderate,Tepezza
IBD,Moderate,Tepezza
hypotension,Moderate,Terazosin
liver disease,Moderate,Terazosin
liver disease,Major,Terbinafine
neutropenia,Major,Terbinafine
depression,Moderate,Terbinafine
immunosuppression,Moderate,Terbinafine
lupus,Moderate,Terbinafine
renal dysfunction,Moderate,Terbinafine
psychiatric conditions,Moderate,Tessalon Perles
carcinoma (male),Major,Testosterone
fluid retention,Major,Testosterone
hypercalcemia in breast cancer,Major,Testosterone
hyperlipoproteinemia,Major,Testosterone
liver disease,Major,Testosterone
polycythemia,Major,Testosterone
suppression of clotting factors,Major,Testosterone
renal/liver disease,Major,Testosterone
diabetes,Moderate,Testosterone
hypercalcemia,Moderate,Testosterone
thyroid function tests,Minor,Testosterone
QTc interval prolongation,Moderate,Tibsovo
renal/hepatic,Moderate,Tibsovo
bradyarrhythmia/AV block,Major,Timolol
cardiogenic shock/hypotension,Major,Timolol
CHF,Major,Timolol
diabetes,Major,Timolol
hemodialysis,Major,Timolol
hypersensitivity,Major,Timolol
ischemic heart disease,Major,Timolol
PVD,Major,Timolol
asthma/COPD,Major,Timolol
renal/liver disease,Major,Timolol
cerebrovascular insufficiency,Moderate,Timolol
glaucoma,Moderate,Timolol
hyperlipidemia,Moderate,Timolol
hyperthyroidism,Moderate,Timolol
myasthenia gravis,Moderate,Timolol
pheochromocytoma,Moderate,Timolol
psoriasis,Moderate,Timolol
tachycardia,Moderate,Timolol
Prinzmetal's variant angina,Moderate,Timolol
hepatotoxicity,Major,Tizanidine
hypotension,Major,Tizanidine
renal dysfunction,Major,Tizanidine
psychoses,Moderate,Tizanidine
angle-closure glaucoma,Major,Tolterodine
GI/urinary obstruction,Major,Tolterodine
CNS,Moderate,Tolterodine
hepatic dysfunction,Moderate,Tolterodine
myasthenia gravis,Moderate,Tolterodine
QT prolongation,Moderate,Tolterodine
renal dysfunction,Moderate,Tolterodine
bone marrow depression/blood dyscrasias,Major,Topamax
oligohidrosis/hyperthermia,Major,Topamax
severe liver disease,Major,Topamax
suicidal tendency,Moderate,Topamax
renal dysfunction,Moderate,Topamax
metabolic acidosis,Moderate,Topamax
angle closure glaucoma,Moderate,Topamax
hemodialysis,Moderate,Topamax
nephrolithiasis,Moderate,Topamax
bone marrow depression/blood dyscrasias,Major,Topiramate
oligohidrosis/hyperthermia,Major,Topiramate
severe liver disease,Major,Topiramate
suicidal tendency,Moderate,Topiramate
renal dysfunction,Moderate,Topiramate
metabolic acidosis,Moderate,Topiramate
angle closure glaucoma,Moderate,Topiramate
hemodialysis,Moderate,Topiramate
nephrolithiasis,Moderate,Topiramate
GI toxicity,Major,Toradol
platelet aggregation inhibition,Major,Toradol
renal dysfunction,Major,Toradol
asthma,Major,Toradol
fluid retention,Major,Toradol
GI toxicity,Major,Toradol
rash,Major,Toradol
thrombosis,Major,Toradol
anemia,Moderate,Toradol
heart failure,Moderate,Toradol
hepatotoxicity,Moderate,Toradol
hyperkalemia,Moderate,Toradol
hypertension,Moderate,Toradol
anuria,Major,Torsemide
cirrhosis,Major,Torsemide
electrolyte losses,Major,Torsemide
ototoxicity,Major,Torsemide
renal dysfunction,Major,Torsemide
diabetes,Moderate,Torsemide
hyperuricemia,Moderate,Torsemide
renal/liver disease,Moderate,Toujeo
hypokalemia,Moderate,Toujeo
hypoglycemia,Moderate,Toujeo
pancreatitis,Major,Tradjenta
gastrointestinal obstruction,Major,Tramadol
acute alcohol intoxication,Major,Tramadol
drug dependence,Major,Tramadol
respiratory depression,Major,Tramadol
gastrointestinal conditions,Moderate,Tramadol
hypoglycemia,Moderate,Tramadol
hypotension,Moderate,Tramadol
intracranial pressure,Moderate,Tramadol
liver disease,Moderate,Tramadol
renal dysfunction,Moderate,Tramadol
seizure disorders,Moderate,Tramadol
suicidal,Moderate,Tramadol
intravascular clotting,Major,Tranexamic acid
subarachnoid hemorrhage,Major,Tranexamic acid
color vision defect,Moderate,Tranexamic acid
convulsions,Moderate,Tranexamic acid
renal dysfunction,Moderate,Tranexamic acid
angle closure glaucoma,Moderate,Trazodone
mania,Moderate,Trazodone
seizures,Moderate,Trazodone
suicidality,Moderate,Trazodone
cardiovascular disease,Moderate,Trazodone
hyponatremia,Moderate,Trazodone
hypotension,Moderate,Trazodone
renal/liver disease,Moderate,Trazodone
hepatic impairment,Major,Treanda
renal impairment,Major,Treanda
infections,Moderate,Treanda
myelosuppression,Moderate,Treanda
cardiovascular disease,Moderate,Trelstar
diabetes,Moderate,Trelstar
QT prolongation,Moderate,Trelstar
renal/liver dysfunction,Moderate,Trelstar
immunization,Major,Tremfya
infections,Moderate,Tremfya
tuberculosis,Moderate,Tremfya
renal/liver disease,Moderate,Tresiba
hypokalemia,Moderate,Tresiba
hypoglycemia,Moderate,Tresiba
hepatic dysfunction,Major,Tretinoin
hyperlipidemia,Moderate,Tretinoin
GI perforation,Major,Triamcinolone
infections,Major,Triamcinolone
prematurity,Major,Triamcinolone
PUD,Major,Triamcinolone
vaccination,Major,Triamcinolone
(+) tuberculin test,Moderate,Triamcinolone
cirrhosis,Moderate,Triamcinolone
depression/psychoses,Moderate,Triamcinolone
diabetes,Moderate,Triamcinolone
electrolyte imbalance,Moderate,Triamcinolone
fluid retention,Moderate,Triamcinolone
hyperadrenocorticalism,Moderate,Triamcinolone
hyperlipidemia,Moderate,Triamcinolone
hypothyroidism,Moderate,Triamcinolone
liver disease,Moderate,Triamcinolone
MI,Moderate,Triamcinolone
myasthenia gravis,Moderate,Triamcinolone
myopathy,Moderate,Triamcinolone
ocular herpes simplex,Moderate,Triamcinolone
ocular toxicities,Moderate,Triamcinolone
osteoporosis,Moderate,Triamcinolone
scleroderma,Moderate,Triamcinolone
strongyloidiasis,Moderate,Triamcinolone
thromboembolism,Moderate,Triamcinolone
acidosis,Major,Triamterene
diabetes,Major,Triamterene
electrolytes/fluid,Major,Triamterene
hyperkalemia,Major,Triamterene
liver disease,Major,Triamterene
renal dysfunction,Major,Triamterene
nephrolithiasis,Major,Triamterene
hyperuricemia,Moderate,Triamterene
folate antagonism,Moderate,Triamterene
depression,Major,Trileptal
liver disease,Major,Trileptal
renal dysfunction,Major,Trileptal
hyponatremia,Moderate,Trileptal
suicidal tendency,Moderate,Trileptal
arrhythmias,Moderate,Trileptal
blood dyscrasias,Moderate,Trileptal
thyroid dysfunction,Moderate,Trileptal
folate deficiency,Major,Trimethoprim
dialysis,Moderate,Trimethoprim
renal dysfunction,Moderate,Trimethoprim
suicidality,Major,Trintellix
angle closure glaucoma,Moderate,Trintellix
bleeding,Moderate,Trintellix
hyponatremia,Moderate,Trintellix
mixed/manic episode,Moderate,Trintellix
cardiovascular disease,Moderate,Triptorelin
diabetes,Moderate,Triptorelin
QT prolongation,Moderate,Triptorelin
renal/liver dysfunction,Moderate,Triptorelin
bone marrow depression/blood dyscrasias,Major,Trokendi XR
oligohidrosis/hyperthermia,Major,Trokendi XR
severe liver disease,Major,Trokendi XR
suicidal tendency,Moderate,Trokendi XR
renal dysfunction,Moderate,Trokendi XR
metabolic acidosis,Moderate,Trokendi XR
angle closure glaucoma,Moderate,Trokendi XR
hemodialysis,Moderate,Trokendi XR
nephrolithiasis,Moderate,Trokendi XR
gastroparesis,Major,Trulicity
pancreatitis,Major,Trulicity
thyroid carcinoma,Major,Trulicity
renal dysfunction,Moderate,Trulicity
autoimmune diseases,Major,Truxima
cardiac dysfunction,Major,Truxima
hepatitis B,Major,Truxima
TLS,Major,Truxima
bone marrow suppression,Moderate,Truxima
infections,Moderate,Truxima
renal impairment,Moderate,Truxima
warfarin,Moderate,Turmeric
smoking,Major,Twirla
abnormal genital bleeding,Major,Twirla
abnormal vaginal bleeding,Major,Twirla
carcinomas (estrogenic),Major,Twirla
hypercalcemia in breast cancer,Major,Twirla
hypertension,Major,Twirla
thromboembolism/cardiovascular,Major,Twirla
hepatic neoplasms,Major,Twirla
intracranial HTN,Major,Twirla
thromboembolism,Major,Twirla
breast malignancy,Major,Twirla
liver disease,Major,Twirla
angioedema,Moderate,Twirla
gallbladder disease,Moderate,Twirla
hypercalcemia,Moderate,Twirla
hyperlipidemia,Moderate,Twirla
liver disease,Moderate,Twirla
melasma,Moderate,Twirla
depression,Moderate,Twirla
fluid retention,Moderate,Twirla
glucose intolerance,Moderate,Twirla
retinal thrombosis,Moderate,Twirla
thyroid function tests,Moderate,Twirla
hyperlipidemia,Moderate,Twirla
weight gain,Minor,Twirla
alcoholism,Major,Tylenol
liver disease,Major,Tylenol
 PKU,Moderate,Tylenol
alcoholism,Major,Tylenol with Codeine #3
liver disease,Major,Tylenol with Codeine #3
impaired GI motility,Major,Tylenol with Codeine #3
infectious diarrhea,Major,Tylenol with Codeine #3
liver disease,Major,Tylenol with Codeine #3
prematurity,Major,Tylenol with Codeine #3
acute alcohol intoxication,Major,Tylenol with Codeine #3
drug dependence,Major,Tylenol with Codeine #3
gastrointestinal obstruction,Major,Tylenol with Codeine #3
hypotension,Major,Tylenol with Codeine #3
intracranial pressure,Major,Tylenol with Codeine #3
respiratory depression,Major,Tylenol with Codeine #3
 PKU,Moderate,Tylenol with Codeine #3
adrenal insufficiency,Moderate,Tylenol with Codeine #3
biliary spasm,Moderate,Tylenol with Codeine #3
hypothyroidism,Moderate,Tylenol with Codeine #3
renal dysfunction,Moderate,Tylenol with Codeine #3
seizure disorders,Moderate,Tylenol with Codeine #3
urinary retention,Moderate,Tylenol with Codeine #3
arrhythmias,Moderate,Tylenol with Codeine #3
infections,Major,Tysabri
PML,Major,Tysabri
liver dysfunction,Moderate,Tysabri
meningitis,Moderate,Tysabri
hepatic dysfunction,Moderate,Ubrogepant
renal impairment,Moderate,Ubrogepant
hepatic impairment,Moderate,Uceris
hepatic impairment,Moderate,Uceris
hyperadrenocorticism,Moderate,Uceris
infections,Moderate,Uceris
ocular herpes simplex,Moderate,Uceris
ocular toxicities,Moderate,Uceris
osteoporosis,Moderate,Uceris
glomerulonephritis,Major,Udenyca
myeloid tumors,Major,Udenyca
leukocytosis,Major,Udenyca
hepatic impairment,Moderate,Ulipristal
renal impairment,Moderate,Ulipristal
secondary hyperuricemia,Major,Uloric
CV disease,Moderate,Uloric
renal dysfunction,Moderate,Uloric
hepatic impairment,Moderate,Uloric
hyperthermia,Major,Ultane
hepatic dysfunction,Moderate,Ultane
hyperkalemia,Moderate,Ultane
intracranial pressure,Moderate,Ultane
renal impairment,Moderate,Ultane
seizures,Moderate,Ultane
meningitis,Major,Ultomiris
infections,Moderate,Ultomiris
severe renal impairment,Moderate,Ultomiris
alcoholism,Major,Ultracet
liver disease,Major,Ultracet
gastrointestinal obstruction,Major,Ultracet
acute alcohol intoxication,Major,Ultracet
drug dependence,Major,Ultracet
respiratory depression,Major,Ultracet
 PKU,Moderate,Ultracet
gastrointestinal conditions,Moderate,Ultracet
hypoglycemia,Moderate,Ultracet
hypotension,Moderate,Ultracet
intracranial pressure,Moderate,Ultracet
liver disease,Moderate,Ultracet
renal dysfunction,Moderate,Ultracet
seizure disorders,Moderate,Ultracet
suicidal,Moderate,Ultracet
gastrointestinal obstruction,Major,Ultram
acute alcohol intoxication,Major,Ultram
drug dependence,Major,Ultram
respiratory depression,Major,Ultram
gastrointestinal conditions,Moderate,Ultram
hypoglycemia,Moderate,Ultram
hypotension,Moderate,Ultram
intracranial pressure,Moderate,Ultram
liver disease,Moderate,Ultram
renal dysfunction,Moderate,Ultram
seizure disorders,Moderate,Ultram
suicidal,Moderate,Ultram
gastrointestinal obstruction,Major,Ultram ER
acute alcohol intoxication,Major,Ultram ER
drug dependence,Major,Ultram ER
respiratory depression,Major,Ultram ER
gastrointestinal conditions,Moderate,Ultram ER
hypoglycemia,Moderate,Ultram ER
hypotension,Moderate,Ultram ER
intracranial pressure,Moderate,Ultram ER
liver disease,Moderate,Ultram ER
renal dysfunction,Moderate,Ultram ER
seizure disorders,Moderate,Ultram ER
suicidal,Moderate,Ultram ER
diabetes,Moderate,Ultravate
diaper rash,Moderate,Ultravate
hyperadrenocorticism,Moderate,Ultravate
infections,Moderate,Ultravate
ocular toxicities,Moderate,Ultravate
myasthenia gravis,Moderate,Ultravist
cutaneous reactions,Moderate,Umbralisib
infections,Moderate,Umbralisib
liver dysfunction,Moderate,Umbralisib
renal dysfunction,Moderate,Umbralisib
milk protein allergies,Major,Umeclidinium
anticholinergic effects,Moderate,Umeclidinium
severe liver impairment,Moderate,Umeclidinium
milk protein allergies,Major,Umeclidinium and vilanterol
cardiovascular,Moderate,Umeclidinium and vilanterol
diabetes,Moderate,Umeclidinium and vilanterol
hypokalemia,Moderate,Umeclidinium and vilanterol
seizures,Moderate,Umeclidinium and vilanterol
anticholinergic effects,Moderate,Umeclidinium and vilanterol
severe liver impairment,Moderate,Umeclidinium and vilanterol
colitis,Major,Unasyn
mononucleosis,Moderate,Unasyn
sodium,Moderate,Unasyn
renal dysfunction,Moderate,Unasyn
hemodialysis,Moderate,Unasyn
depression,Major,Unisom
anticholinergic effects,Moderate,Unisom
asthma/COPD,Moderate,Unisom
cardiovascular,Moderate,Unisom
renal/liver disease,Moderate,Unisom
glaucoma,Moderate,Unisom
liver disease,Moderate,Unisom
resp depression,Moderate,Unisom
adrenal insufficiency,Major,Unithroid
cardiovascular disease,Major,Unithroid
thyrotoxicosis,Major,Unithroid
diabetes,Moderate,Unithroid
seizures,Moderate,Unithroid
angioedema,Major,Univasc
bone marrow suppression,Major,Univasc
CHF,Major,Univasc
hemodialysis,Major,Univasc
hyperkalemia,Major,Univasc
hypotension,Major,Univasc
liver disease,Moderate,Univasc
renal dysfunction,Moderate,Univasc
cardiovascular risk,Major,Upadacitinib
malignancy,Major,Upadacitinib
thrombosis,Major,Upadacitinib
infections,Major,Upadacitinib
cytopenias,Moderate,Upadacitinib
gastrointestinal perforation,Moderate,Upadacitinib
hepatic impairment,Moderate,Upadacitinib
hyperlipidemia,Moderate,Upadacitinib
vaccination,Moderate,Upadacitinib
narrow angles,Major,Upneeq
BPH,Moderate,Upneeq
cardiovascular,Moderate,Upneeq
diabetes,Moderate,Upneeq
liver impairment,Moderate,Uptravi
renal impairment,Moderate,Uptravi
bronchospasm,Major,Urecholine
cardiac dysfunction,Major,Urecholine
GI/bladder neck obstruction,Major,Urecholine
hyperthyroidism,Major,Urecholine
parkinsonism,Major,Urecholine
seizure disorders,Major,Urecholine
GI/urinary obstruction,Major,Urispas
angle-closure glaucoma,Moderate,Urispas
UTI,Major,Urocit-K
dehydration,Major,Urocit-K
familial periodic paralysis,Major,Urocit-K
hyperkalemia,Major,Urocit-K
renal dysfunction,Major,Urocit-K
GI irritation,Major,Urocit-K
acid/base balance,Moderate,Urocit-K
alkalosis,Moderate,Urocit-K
bleeding risks,Major,Urokinase
liver disease,Moderate,Urokinase
hepatic impairment,Major,Uroxatral
QT prolongation,Moderate,Uroxatral
renal impairment,Moderate,Uroxatral
hypotension,Moderate,Uroxatral
cataracts,Moderate,Uroxatral
biliary obstruction,Major,Urso
hepatic impairment,Moderate,Urso
biliary obstruction,Major,Urso Forte
hepatic impairment,Moderate,Urso Forte
biliary obstruction,Major,Ursodiol
hepatic impairment,Moderate,Ursodiol
malignancies,Major,Ustekinumab
posterior leukoencephalopathy syndrome,Major,Ustekinumab
infections,Moderate,Ustekinumab
tuberculosis,Moderate,Ustekinumab
immunizations,Moderate,Ustekinumab
dehydration,Moderate,Valacyclovir
hemodialysis,Moderate,Valacyclovir
renal impairment,Moderate,Valacyclovir
TTP/HUS,Moderate,Valacyclovir
acute alcohol intoxication,Major,Valium
closed-angle glaucoma,Major,Valium
drug dependence,Major,Valium
renal/liver disease,Major,Valium
respiratory depression,Major,Valium
seizures,Major,Valium
prolonged hypotension,Major,Valium
myasthenia gravis,Major,Valium
renal/liver disease,Major,Valium
depression,Moderate,Valium
obesity,Moderate,Valium
paradoxical reactions,Moderate,Valium
diabetes,Major,Valsartan
angioedema,Major,Valsartan
hypotension,Major,Valsartan
CHF,Moderate,Valsartan
hyperkalemia,Moderate,Valsartan
renal artery stenosis,Moderate,Valsartan
renal impairment,Moderate,Valsartan
renal/liver disease,Moderate,Valsartan
acute alcohol intoxication,Major,Valtoco
closed-angle glaucoma,Major,Valtoco
drug dependence,Major,Valtoco
renal/liver disease,Major,Valtoco
respiratory depression,Major,Valtoco
seizures,Major,Valtoco
prolonged hypotension,Major,Valtoco
myasthenia gravis,Major,Valtoco
renal/liver disease,Major,Valtoco
depression,Moderate,Valtoco
obesity,Moderate,Valtoco
paradoxical reactions,Moderate,Valtoco
dehydration,Moderate,Valtrex
hemodialysis,Moderate,Valtrex
renal impairment,Moderate,Valtrex
TTP/HUS,Moderate,Valtrex
colitis,Major,Vancomycin
ototoxicity,Major,Vancomycin
renal dysfunction,Major,Vancomycin
neutropenia,Moderate,Vancomycin
GI inflammation,Moderate,Vancomycin
diabetes,Moderate,Vanos
diaper rash,Moderate,Vanos
hyperadrenocorticism,Moderate,Vanos
infections,Moderate,Vanos
ocular toxicities,Moderate,Vanos
cardiovascular disease,Major,Vardenafil
renal dysfunction,Major,Vardenafil
QT prolongation,Major,Vardenafil
priapism,Moderate,Vardenafil
alcoholism,Moderate,Vardenafil
hearing loss,Moderate,Vardenafil
retinitis pigmentosa,Moderate,Vardenafil
seizure disorders,Moderate,Vardenafil
