Drug class,drug_raw_name,treated_disease,description,side_effects,Dosage form,availability,score,reviews,drug_name
['Atypical antipsychotics'],quetiapine,Sleep Initiation And Maintenance Disorders,"Quetiapine (Seroquel, Seroquel XR) is a second-generation or atypical antipsychotic used to treat schizophrenia, bipolar disorder and depression.","['See “Important information” above', 'stroke that can lead to death can happen in elderly people with dementia who take medicines like this', 'neuroleptic malignant syndrome (NMS) NMS is a rare but very serious condition that can happen in people who take antipsychotic medicines, including quetiapine NMS can cause death and must be treated in a hospital Call your healthcare provider right away if you become severely ill and have some all of these symptoms:\n\nhigh fever\nexcessive sweating\nrigid muscles\nconfusion\nchanges in your breathing, heartbeat, and blood pressure\n\n', 'high fever', 'excessive sweating', 'rigid muscles', 'confusion', 'changes in your breathing, heartbeat, and blood pressure', 'falls can happen in some people who take this medication These falls may cause serious injuries', 'high blood sugar (hyperglycemia) High blood sugar can happen if you have diabetes already if you have never had diabetes High blood sugar could lead to:\n\nbuild\ncoma\ndeath\nIncreases in blood sugar can happen in some people who take quetiapine Extremely high blood sugar can lead to coma death If you have diabetes risk factors for diabetes (such as being overweight a family history of diabetes) your healthcare provider should check your blood sugar before you start this medication and during therapy\nCall your healthcare provider if you have any of these symptoms of high blood sugar (hyperglycemia):\n\nfeel very thirsty\nneed to urinate more than usual\nfeel very hungry\nfeel weak tired\nfeel sick to your stomach\nfeel confused, your breath smells fruity\n\n\n\n', 'build', 'coma', 'death\nIncreases in blood sugar can happen in some people who take quetiapine Extremely high blood sugar can lead to coma death If you have diabetes risk factors for diabetes (such as being overweight a family history of diabetes) your healthcare provider should check your blood sugar before you start this medication and during therapy\nCall your healthcare provider if you have any of these symptoms of high blood sugar (hyperglycemia):\n\nfeel very thirsty\nneed to urinate more than usual\nfeel very hungry\nfeel weak tired\nfeel sick to your stomach\nfeel confused, your breath smells fruity\n\n', 'feel very thirsty', 'need to urinate more than usual', 'feel very hungry', 'feel weak tired', 'feel sick to your stomach', 'feel confused, your breath smells fruity', 'high fat levels in your blood (increased cholesterol and triglycerides) High fat levels may happen in people treated with this medication You may not have any symptoms, so your healthcare provider may decide to check your cholesterol and triglycerides during your treatment', 'increase in weight (weight gain) Weight gain is common in people who take quetiapine so you and your healthcare provider should check your weight regularly Talk to your healthcare provider about ways to control weight gain, such as eating a healthy, balanced diet, and exercising', 'movements you cannot control in your face, tongue, other body parts (tardive dyskinesia) These may be signs of a serious condition Tardive dyskinesia may not go away, even if you stop taking quetiapine Tardive dyskinesia may also start after you stop taking this medication', 'decreased blood pressure (orthostatic hypotension), including lightheadedness fainting caused by a sudden change in heart rate and blood pressure when rising too quickly from a sitting lying position', 'increases in blood pressure in children and teenagers Your healthcare provider should check blood pressure in children and adolescents before starting this medication and during therapy', 'low white blood cell count Tell your healthcare provider as soon as possible if you have a fever, flu', 'cataracts', 'seizures', 'abnormal thyroid tests Your healthcare provider may do blood tests to check your thyroid hormone level', 'increases in prolactin levels', 'sleepiness, drowsiness, feeling tired, difficulty thinking and doing normal activities', 'increased body temperature', 'difficulty swallowing', 'trouble sleeping trouble staying asleep (insomnia), nausea, vomiting if you suddenly stop taking quetiapine These symptoms usually get better 1 week after you start having them']","oral tablet, oral extended-release tablet",Prescription only,71.7,1.0,Quetiapine
['Atypical antipsychotics'],quetiapine,Post-Traumatic Stress Disorder,"Quetiapine (Seroquel, Seroquel XR) is a second-generation or atypical antipsychotic used to treat schizophrenia, bipolar disorder and depression.","['See “Important information” above', 'stroke that can lead to death can happen in elderly people with dementia who take medicines like this', 'neuroleptic malignant syndrome (NMS) NMS is a rare but very serious condition that can happen in people who take antipsychotic medicines, including quetiapine NMS can cause death and must be treated in a hospital Call your healthcare provider right away if you become severely ill and have some all of these symptoms:\n\nhigh fever\nexcessive sweating\nrigid muscles\nconfusion\nchanges in your breathing, heartbeat, and blood pressure\n\n', 'high fever', 'excessive sweating', 'rigid muscles', 'confusion', 'changes in your breathing, heartbeat, and blood pressure', 'falls can happen in some people who take this medication These falls may cause serious injuries', 'high blood sugar (hyperglycemia) High blood sugar can happen if you have diabetes already if you have never had diabetes High blood sugar could lead to:\n\nbuild\ncoma\ndeath\nIncreases in blood sugar can happen in some people who take quetiapine Extremely high blood sugar can lead to coma death If you have diabetes risk factors for diabetes (such as being overweight a family history of diabetes) your healthcare provider should check your blood sugar before you start this medication and during therapy\nCall your healthcare provider if you have any of these symptoms of high blood sugar (hyperglycemia):\n\nfeel very thirsty\nneed to urinate more than usual\nfeel very hungry\nfeel weak tired\nfeel sick to your stomach\nfeel confused, your breath smells fruity\n\n\n\n', 'build', 'coma', 'death\nIncreases in blood sugar can happen in some people who take quetiapine Extremely high blood sugar can lead to coma death If you have diabetes risk factors for diabetes (such as being overweight a family history of diabetes) your healthcare provider should check your blood sugar before you start this medication and during therapy\nCall your healthcare provider if you have any of these symptoms of high blood sugar (hyperglycemia):\n\nfeel very thirsty\nneed to urinate more than usual\nfeel very hungry\nfeel weak tired\nfeel sick to your stomach\nfeel confused, your breath smells fruity\n\n', 'feel very thirsty', 'need to urinate more than usual', 'feel very hungry', 'feel weak tired', 'feel sick to your stomach', 'feel confused, your breath smells fruity', 'high fat levels in your blood (increased cholesterol and triglycerides) High fat levels may happen in people treated with this medication You may not have any symptoms, so your healthcare provider may decide to check your cholesterol and triglycerides during your treatment', 'increase in weight (weight gain) Weight gain is common in people who take quetiapine so you and your healthcare provider should check your weight regularly Talk to your healthcare provider about ways to control weight gain, such as eating a healthy, balanced diet, and exercising', 'movements you cannot control in your face, tongue, other body parts (tardive dyskinesia) These may be signs of a serious condition Tardive dyskinesia may not go away, even if you stop taking quetiapine Tardive dyskinesia may also start after you stop taking this medication', 'decreased blood pressure (orthostatic hypotension), including lightheadedness fainting caused by a sudden change in heart rate and blood pressure when rising too quickly from a sitting lying position', 'increases in blood pressure in children and teenagers Your healthcare provider should check blood pressure in children and adolescents before starting this medication and during therapy', 'low white blood cell count Tell your healthcare provider as soon as possible if you have a fever, flu', 'cataracts', 'seizures', 'abnormal thyroid tests Your healthcare provider may do blood tests to check your thyroid hormone level', 'increases in prolactin levels', 'sleepiness, drowsiness, feeling tired, difficulty thinking and doing normal activities', 'increased body temperature', 'difficulty swallowing', 'trouble sleeping trouble staying asleep (insomnia), nausea, vomiting if you suddenly stop taking quetiapine These symptoms usually get better 1 week after you start having them']","oral tablet, oral extended-release tablet",Prescription only,71.7,1.0,Quetiapine
['Atypical antipsychotics'],quetiapine,Substance-Related Disorders,"Quetiapine (Seroquel, Seroquel XR) is a second-generation or atypical antipsychotic used to treat schizophrenia, bipolar disorder and depression.","['See “Important information” above', 'stroke that can lead to death can happen in elderly people with dementia who take medicines like this', 'neuroleptic malignant syndrome (NMS) NMS is a rare but very serious condition that can happen in people who take antipsychotic medicines, including quetiapine NMS can cause death and must be treated in a hospital Call your healthcare provider right away if you become severely ill and have some all of these symptoms:\n\nhigh fever\nexcessive sweating\nrigid muscles\nconfusion\nchanges in your breathing, heartbeat, and blood pressure\n\n', 'high fever', 'excessive sweating', 'rigid muscles', 'confusion', 'changes in your breathing, heartbeat, and blood pressure', 'falls can happen in some people who take this medication These falls may cause serious injuries', 'high blood sugar (hyperglycemia) High blood sugar can happen if you have diabetes already if you have never had diabetes High blood sugar could lead to:\n\nbuild\ncoma\ndeath\nIncreases in blood sugar can happen in some people who take quetiapine Extremely high blood sugar can lead to coma death If you have diabetes risk factors for diabetes (such as being overweight a family history of diabetes) your healthcare provider should check your blood sugar before you start this medication and during therapy\nCall your healthcare provider if you have any of these symptoms of high blood sugar (hyperglycemia):\n\nfeel very thirsty\nneed to urinate more than usual\nfeel very hungry\nfeel weak tired\nfeel sick to your stomach\nfeel confused, your breath smells fruity\n\n\n\n', 'build', 'coma', 'death\nIncreases in blood sugar can happen in some people who take quetiapine Extremely high blood sugar can lead to coma death If you have diabetes risk factors for diabetes (such as being overweight a family history of diabetes) your healthcare provider should check your blood sugar before you start this medication and during therapy\nCall your healthcare provider if you have any of these symptoms of high blood sugar (hyperglycemia):\n\nfeel very thirsty\nneed to urinate more than usual\nfeel very hungry\nfeel weak tired\nfeel sick to your stomach\nfeel confused, your breath smells fruity\n\n', 'feel very thirsty', 'need to urinate more than usual', 'feel very hungry', 'feel weak tired', 'feel sick to your stomach', 'feel confused, your breath smells fruity', 'high fat levels in your blood (increased cholesterol and triglycerides) High fat levels may happen in people treated with this medication You may not have any symptoms, so your healthcare provider may decide to check your cholesterol and triglycerides during your treatment', 'increase in weight (weight gain) Weight gain is common in people who take quetiapine so you and your healthcare provider should check your weight regularly Talk to your healthcare provider about ways to control weight gain, such as eating a healthy, balanced diet, and exercising', 'movements you cannot control in your face, tongue, other body parts (tardive dyskinesia) These may be signs of a serious condition Tardive dyskinesia may not go away, even if you stop taking quetiapine Tardive dyskinesia may also start after you stop taking this medication', 'decreased blood pressure (orthostatic hypotension), including lightheadedness fainting caused by a sudden change in heart rate and blood pressure when rising too quickly from a sitting lying position', 'increases in blood pressure in children and teenagers Your healthcare provider should check blood pressure in children and adolescents before starting this medication and during therapy', 'low white blood cell count Tell your healthcare provider as soon as possible if you have a fever, flu', 'cataracts', 'seizures', 'abnormal thyroid tests Your healthcare provider may do blood tests to check your thyroid hormone level', 'increases in prolactin levels', 'sleepiness, drowsiness, feeling tired, difficulty thinking and doing normal activities', 'increased body temperature', 'difficulty swallowing', 'trouble sleeping trouble staying asleep (insomnia), nausea, vomiting if you suddenly stop taking quetiapine These symptoms usually get better 1 week after you start having them']","oral tablet, oral extended-release tablet",Prescription only,71.7,1.0,Quetiapine
['Atypical antipsychotics'],quetiapine,Gilles De La Tourette Syndrome,"Quetiapine (Seroquel, Seroquel XR) is a second-generation or atypical antipsychotic used to treat schizophrenia, bipolar disorder and depression.","['See “Important information” above', 'stroke that can lead to death can happen in elderly people with dementia who take medicines like this', 'neuroleptic malignant syndrome (NMS) NMS is a rare but very serious condition that can happen in people who take antipsychotic medicines, including quetiapine NMS can cause death and must be treated in a hospital Call your healthcare provider right away if you become severely ill and have some all of these symptoms:\n\nhigh fever\nexcessive sweating\nrigid muscles\nconfusion\nchanges in your breathing, heartbeat, and blood pressure\n\n', 'high fever', 'excessive sweating', 'rigid muscles', 'confusion', 'changes in your breathing, heartbeat, and blood pressure', 'falls can happen in some people who take this medication These falls may cause serious injuries', 'high blood sugar (hyperglycemia) High blood sugar can happen if you have diabetes already if you have never had diabetes High blood sugar could lead to:\n\nbuild\ncoma\ndeath\nIncreases in blood sugar can happen in some people who take quetiapine Extremely high blood sugar can lead to coma death If you have diabetes risk factors for diabetes (such as being overweight a family history of diabetes) your healthcare provider should check your blood sugar before you start this medication and during therapy\nCall your healthcare provider if you have any of these symptoms of high blood sugar (hyperglycemia):\n\nfeel very thirsty\nneed to urinate more than usual\nfeel very hungry\nfeel weak tired\nfeel sick to your stomach\nfeel confused, your breath smells fruity\n\n\n\n', 'build', 'coma', 'death\nIncreases in blood sugar can happen in some people who take quetiapine Extremely high blood sugar can lead to coma death If you have diabetes risk factors for diabetes (such as being overweight a family history of diabetes) your healthcare provider should check your blood sugar before you start this medication and during therapy\nCall your healthcare provider if you have any of these symptoms of high blood sugar (hyperglycemia):\n\nfeel very thirsty\nneed to urinate more than usual\nfeel very hungry\nfeel weak tired\nfeel sick to your stomach\nfeel confused, your breath smells fruity\n\n', 'feel very thirsty', 'need to urinate more than usual', 'feel very hungry', 'feel weak tired', 'feel sick to your stomach', 'feel confused, your breath smells fruity', 'high fat levels in your blood (increased cholesterol and triglycerides) High fat levels may happen in people treated with this medication You may not have any symptoms, so your healthcare provider may decide to check your cholesterol and triglycerides during your treatment', 'increase in weight (weight gain) Weight gain is common in people who take quetiapine so you and your healthcare provider should check your weight regularly Talk to your healthcare provider about ways to control weight gain, such as eating a healthy, balanced diet, and exercising', 'movements you cannot control in your face, tongue, other body parts (tardive dyskinesia) These may be signs of a serious condition Tardive dyskinesia may not go away, even if you stop taking quetiapine Tardive dyskinesia may also start after you stop taking this medication', 'decreased blood pressure (orthostatic hypotension), including lightheadedness fainting caused by a sudden change in heart rate and blood pressure when rising too quickly from a sitting lying position', 'increases in blood pressure in children and teenagers Your healthcare provider should check blood pressure in children and adolescents before starting this medication and during therapy', 'low white blood cell count Tell your healthcare provider as soon as possible if you have a fever, flu', 'cataracts', 'seizures', 'abnormal thyroid tests Your healthcare provider may do blood tests to check your thyroid hormone level', 'increases in prolactin levels', 'sleepiness, drowsiness, feeling tired, difficulty thinking and doing normal activities', 'increased body temperature', 'difficulty swallowing', 'trouble sleeping trouble staying asleep (insomnia), nausea, vomiting if you suddenly stop taking quetiapine These symptoms usually get better 1 week after you start having them']","oral tablet, oral extended-release tablet",Prescription only,71.7,1.0,Quetiapine
['Atypical antipsychotics'],quetiapine,Amphetamine-Related Disorders,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Anxiety Disorders,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Bipolar Disorder,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Chorea,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Cocaine-Related Disorders,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Conduct Disorder,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Dementia,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Demyelinating Diseases,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Major Depressive Disorder,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Epilepsy,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Fever,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Frontotemporal Dementia,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Hallucinations,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Hyperactive Behavior,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Impulse Control Disorders,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Lewy Body Disease,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Mental Disorders,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Myasthenia Gravis,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Paranoia,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Parkinson Disease,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,"Psychoses, Substance-Induced",Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Rem Sleep Behavior Disorder,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Schizophrenia,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Schizophrenia And Disorders With Psychotic Features,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Paranoid Schizophrenia,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Sleep Disorders,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Sleep Initiation And Maintenance Disorders,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Post-Traumatic Stress Disorder,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Substance-Related Disorders,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Atypical antipsychotics'],quetiapine,Gilles De La Tourette Syndrome,Seroquel is an antipsychotic medicine. It works by changing the actions of chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nmask\n', '\na light\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nsevere nervous system reaction \n', '\nhigh blood sugar \n', '\nlow blood cell counts \n']",,Prescription only,69.9,472.0,Seroquel
['Angiotensin Converting Enzyme Inhibitors'],quinapril,Cardiac Arrhythmia,Quinapril is an ACE inhibitor. ACE stands for angiotensin converting enzyme.,"['\na light\n', '\nfast pounding heartbeats, fluttering in your chest\n', '\nlittle no urination\n', '\npain burning when you urinate\n', '\njaundice (yellowing of the skin eyes)\n', '\nnumbness, tingling, burning pain in your hands feet\n', '\nfever, chills, cold flu symptoms\n', '\nhigh potassium\n', '\nlow sodium\n']",oral tablet,Prescription only,55.6,11.0,Quinapril
['Angiotensin Converting Enzyme Inhibitors'],quinapril,Cardiomegaly,Quinapril is an ACE inhibitor. ACE stands for angiotensin converting enzyme.,"['\na light\n', '\nfast pounding heartbeats, fluttering in your chest\n', '\nlittle no urination\n', '\npain burning when you urinate\n', '\njaundice (yellowing of the skin eyes)\n', '\nnumbness, tingling, burning pain in your hands feet\n', '\nfever, chills, cold flu symptoms\n', '\nhigh potassium\n', '\nlow sodium\n']",oral tablet,Prescription only,55.6,11.0,Quinapril
